                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                0.59408,                0.45934,                 1.0924,                 0.7916,                0.68979,                0.70043,                 0.4528,                 1.0413,                0.83018,                  1.585,             0.00052827,             0.00052827,             0.00052827
                     72,                 0.5838,                0.45476,                 1.0881,                0.88138,                0.69942,                0.72672,                0.44427,                 1.1937,                0.87654,                 1.6855,             0.00051177,             0.00051177,             0.00051177
                     73,                0.58527,                0.45556,                 1.0868,                0.90872,                0.72979,                 0.7715,                0.47161,                 1.1288,                0.81991,                 1.6141,             0.00049527,             0.00049527,             0.00049527
                     74,                 0.5626,                0.43803,                 1.0654,                0.85863,                 0.6946,                0.73551,                0.46064,                 1.0951,                0.83737,                 1.6208,             0.00047876,             0.00047876,             0.00047876
                     75,                0.56081,                0.45036,                 1.0696,                0.86242,                0.71457,                0.75804,                0.45917,                 1.1444,                 0.8569,                 1.6665,             0.00046226,             0.00046226,             0.00046226
                     76,                0.56093,                0.44111,                   1.07,                0.81153,                0.69937,                0.72878,                0.45717,                 1.1252,                0.82429,                 1.6105,             0.00044576,             0.00044576,             0.00044576
                     77,                0.55591,                0.42882,                 1.0572,                0.81714,                0.76353,                0.77273,                  0.457,                 1.1648,                0.91225,                 1.6517,             0.00042925,             0.00042925,             0.00042925
                     78,                0.56898,                0.43566,                 1.0681,                0.81966,                0.71076,                0.74503,                0.46297,                 1.2448,                0.89482,                 1.7214,             0.00041275,             0.00041275,             0.00041275
                     79,                0.54801,                0.42547,                 1.0581,                 0.8778,                0.69064,                0.78098,                0.48932,                 1.2207,                0.91502,                 1.6934,             0.00039625,             0.00039625,             0.00039625
                     80,                 0.5379,                 0.4111,                 1.0503,                0.88068,                0.70759,                0.76532,                0.48387,                 1.1864,                0.82419,                 1.6988,             0.00037974,             0.00037974,             0.00037974
                     81,                0.56813,                 0.4246,                 1.0675,                0.90277,                0.71997,                0.77622,                0.49406,                 1.1522,                0.75863,                 1.6536,             0.00036324,             0.00036324,             0.00036324
                     82,                0.52125,                0.40319,                 1.0408,                0.88556,                0.65688,                0.74208,                0.47615,                 1.1406,                0.80248,                  1.639,             0.00034674,             0.00034674,             0.00034674
                     83,                0.53022,                0.41154,                 1.0489,                0.86959,                0.68019,                0.74159,                0.48517,                 1.1401,                0.79428,                  1.607,             0.00033023,             0.00033023,             0.00033023
                     84,                0.52312,                0.40456,                 1.0481,                0.85697,                0.72682,                0.77158,                0.49993,                 1.1019,                0.76569,                 1.5776,             0.00031373,             0.00031373,             0.00031373
                     85,                0.52461,                 0.4097,                 1.0412,                0.87807,                0.70868,                0.74917,                0.49949,                 1.0587,                0.74858,                  1.579,             0.00029723,             0.00029723,             0.00029723
                     86,                0.52498,                0.40487,                 1.0504,                0.86236,                 0.7196,                  0.766,                0.49472,                 1.0624,                0.79009,                 1.5757,             0.00028072,             0.00028072,             0.00028072
                     87,                0.53482,                0.41274,                 1.0474,                 0.8864,                0.69665,                0.75371,                0.47898,                 1.1041,                0.79174,                 1.5783,             0.00026422,             0.00026422,             0.00026422
                     88,                0.51125,                0.39122,                 1.0455,                0.86132,                0.70627,                0.77467,                 0.4954,                 1.0537,                0.76707,                 1.5301,             0.00024772,             0.00024772,             0.00024772
